occ,occtitle,low_wfh,low_wfh_binary,pp,high_pp_binary
8060,"Model makers and patternmakers, metal and plastic",.33333334,LWFH,.62423438,HPP
8100,"Molders and molding machine setters, operators, and tenders, metal and plastic",.66666669,LWFH,.62333298,HPP
8120,"Multiple machine tool setters, operators, and tenders, metal and plastic ",.58333331,LWFH,.49443954,LPP
8130,Tool and die makers,.5,LWFH,.48546511,LPP
8140,"Welding, soldering, and brazing workers",.5,LWFH,.37599456,LPP
8150,"Heat treating equipment setters, operators, and tenders, metal and plastic",.66666669,LWFH,.53033733,LPP
8160,"Layout workers, metal and plastic",.66666669,LWFH,.48247361,LPP
8200,"Plating and coating machine setters, operators, and tenders, metal and plastic",.58333331,LWFH,.51537991,LPP
8210,"Tool grinders, filers, and sharpeners",.58333331,LWFH,.36281431,LPP
8250,Prepress technicians and workers,0,HWFH,.47050771,LPP
8255,Printing press operators,.5,LWFH,.31195915,LPP
8256,Print binding and finishing workers,.58333331,LWFH,.46751621,LPP
8300,Laundry and dry-cleaning workers,.5,LWFH,.44059283,LPP
8310,"Pressers, textile, garment, and related materials",.41666666,LWFH,.22520617,LPP
8320,Sewing machine operators,.16666667,HWFH,.5512777,LPP
8330,Shoe and leather workers and repairers,.083333336,HWFH,.46452475,LPP
8340,Shoe machine operators and tenders,.5,LWFH,.53632033,LPP
8350,"Tailors, dressmakers, and sewers",.16666667,HWFH,.49384692,LPP
8360,Textile bleaching and dyeing machine operators and tenders,.66666669,LWFH,.35683134,LPP
8400,"Textile cutting machine setters, operators, and tenders",.5,LWFH,.45255882,LPP
8410,"Textile knitting and weaving machine setters, operators, and tenders",.58333331,LWFH,.33589098,LPP
8420,"Textile winding, twisting, and drawing out machine setters, operators, and tenders",.41666666,LWFH,.56623513,LPP
8430,"Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",.41666666,LWFH,.46153325,LPP
8440,Fabric and apparel patternmakers,.083333336,HWFH,.39572063,LPP
8450,Upholsterers,.5,LWFH,.54230326,LPP
8500,Cabinetmakers and bench carpenters,.5,LWFH,.46751621,LPP
8510,Furniture finishers,.5,LWFH,.45555031,LPP
8520,"Model makers and patternmakers, wood",.33333334,LWFH,.44087556,LPP
8530,"Sawing machine setters, operators, and tenders, wood",.5,LWFH,.48845658,LPP
8540,"Woodworking machine setters, operators, and tenders, except sawing",.5,LWFH,.41965249,LPP
8600,"Power plant operators, distributors, and dispatchers",.33333334,LWFH,.48612896,LPP
8610,Stationary engineers and boiler operators,.58333331,LWFH,.5273459,LPP
8620,Water and wastewater treatment plant and system operators,.41666666,LWFH,.39871213,LPP
8630,Miscellaneous plant and system operators,.5,LWFH,.57562345,LPP
8640,"Chemical processing machine setters, operators, and tenders",.58333331,LWFH,.40020075,LPP
8650,"Crushing, grinding, polishing, mixing, and blending workers",.5,LWFH,.31491953,LPP
8710,Cutting workers,.58333331,LWFH,.4455815,LPP
8720,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",.66666669,LWFH,.59614998,HPP
8730,"Furnace, kiln, oven, drier, and kettle operators and tenders",.66666669,LWFH,.53931183,LPP
8740,"Inspectors, testers, sorters, samplers, and weighers",.16666667,HWFH,.57820106,LPP
8750,Jewelers and precious stone and metal workers,0,HWFH,.4673534,LPP
8760,"Medical, dental, and ophthalmic laboratory technicians",.083333336,HWFH,.52336746,LPP
8800,Packaging and filling machine operators and tenders,.41666666,LWFH,.51537991,LPP
8810,Painting workers,.5,LWFH,.56724477,LPP
8830,Photographic process workers and processing machine operators,.33333334,LWFH,.50341398,LPP
8840,Semiconductor processors,.41666666,LWFH,.5213629,LPP
8850,Adhesive bonding machine operators and tenders,.58333331,LWFH,.64102215,HPP
8860,"Cleaning, washing, and metal pickling equipment operators and tenders",.66666669,LWFH,.19229983,LPP
8900,Cooling and freezing equipment operators and tenders,.66666669,LWFH,.3897377,LPP
8910,Etchers and engravers,.33333334,LWFH,.35084838,LPP
8920,"Molders, shapers, and casters, except metal and plastic",.5,LWFH,.44797763,LPP
8930,"Paper goods machine setters, operators, and tenders",.5,LWFH,.53033733,LPP
8940,Tire builders,.66666669,LWFH,.48546511,LPP
8950,Helpers--production workers,.5,LWFH,.45555031,LPP
8965,"Production workers, all other",.83333331,LWFH,.50042248,LPP
9000,Supervisors of transportation and material moving workers,.083333336,HWFH,.55575234,LPP
9030,Aircraft pilots and flight engineers,.41666666,LWFH,.7879591,HPP
9040,Air traffic controllers and airfield operations specialists,.083333336,HWFH,.7277382,HPP
9050,Flight attendants,.58333331,LWFH,.9491449,HPP
9110,"Ambulance drivers and attendants, except emergency medical technicians",.75,LWFH,.88632375,HPP
9120,Bus drivers,.41666666,LWFH,.79456228,HPP
9130,Driver/sales workers and truck drivers,.41666666,LWFH,.44761974,LPP
9140,Taxi drivers and chauffeurs,.33333334,LWFH,.74871558,HPP
9200,Locomotive engineers and operators,.5,LWFH,.40341407,LPP
9230,"Railroad brake, signal, and switch operators",.5,LWFH,.29700175,LPP
9240,Railroad conductors and yardmasters,.41666666,LWFH,.56025213,LPP
9260,"Subway, streetcar, and other rail transportation workers",.5,LWFH,.61110741,HPP
9300,Sailors and marine oilers,.83333331,LWFH,.62905627,HPP
9310,Ship and boat captains and operators,.5,LWFH,.66079789,HPP
9330,Ship engineers,.75,LWFH,.66196251,HPP
9340,Bridge and lock tenders,.5,LWFH,.13546164,LPP
9350,Parking lot attendants,.33333334,LWFH,.68290293,HPP
9360,Automotive and watercraft service attendants   ,.83333331,LWFH,.5243544,LPP
9410,Transportation inspectors,.25,LWFH,.53892261,LPP
9415,"Transportation attendants, except flight attendants",.083333336,HWFH,.91324705,HPP
9420,Other transportation workers ,.16666667,LWFH,.38375473,LPP
9500,Conveyor operators and tenders,.66666669,LWFH,.24913801,LPP
9510,Crane and tower operators,.66666669,LWFH,.38076323,LPP
9520,"Dredge, excavating, and loading machine operators",.75,LWFH,.28973633,LPP
9560,Hoist and winch operators,.58333331,LWFH,.49743101,LPP
9600,Industrial truck and tractor operators,.66666669,LWFH,.21024869,LPP
9610,Cleaners of vehicles and equipment,.41666666,LWFH,.46153325,LPP
9620,"Laborers and freight, stock, and material movers, hand",.41666666,LWFH,.64401364,HPP
9630,Machine feeders and offbearers,.33333334,LWFH,.36281431,LPP
9640,"Packers and packagers, hand",.41666666,LWFH,.64401364,HPP
9650,Pumping station operators,.58333331,LWFH,.25767609,LPP
9720,Refuse and recyclable material collectors,.75,LWFH,.17135946,LPP
9730,Mine shuttle car operators,.66666669,LWFH,.3867462,LPP
9740,"Tank car, truck, and ship loaders",.75,LWFH,.54230326,LPP
